抽卡时间,名称,类别,星级
2020-09-28 09:01:10,祭礼弓,武器,4
2020-09-28 09:01:10,飞天御剑,武器,3
2020-09-28 09:01:10,铁影阔剑,武器,3
2020-09-28 09:01:10,黎明神剑,武器,3
2020-09-28 09:01:10,讨龙英杰谭,武器,3
2020-09-28 09:01:10,讨龙英杰谭,武器,3
2020-09-28 09:01:10,鸦羽弓,武器,3
2020-09-28 09:01:10,以理服人,武器,3
2020-09-28 09:01:10,翡玉法球,武器,3
2020-09-28 09:01:10,菲谢尔,角色,4
2020-09-28 09:01:19,魔导绪论,武器,3
2020-09-28 09:01:19,翡玉法球,武器,3
2020-09-28 09:01:19,黑缨枪,武器,3
2020-09-28 09:01:19,飞天御剑,武器,3
2020-09-28 09:01:19,刻晴,角色,5
2020-09-28 09:01:19,讨龙英杰谭,武器,3
2020-09-28 09:01:19,魔导绪论,武器,3
2020-09-28 09:01:19,黑缨枪,武器,3
2020-09-28 09:01:19,凝光,角色,4
2020-09-28 09:01:19,神射手之誓,武器,3
2020-09-28 09:02:03,魔导绪论,武器,3
2020-09-28 09:02:03,飞天御剑,武器,3
2020-09-28 09:02:03,铁影阔剑,武器,3
2020-09-28 09:02:03,黑缨枪,武器,3
2020-09-28 09:02:03,魔导绪论,武器,3
2020-09-28 09:02:03,以理服人,武器,3
2020-09-28 09:02:03,黎明神剑,武器,3
2020-09-28 09:02:03,黑缨枪,武器,3
2020-09-28 09:02:03,芭芭拉,角色,4
2020-09-28 09:02:03,菲谢尔,角色,4
2020-09-28 09:02:15,以理服人,武器,3
2020-09-28 09:02:15,鸦羽弓,武器,3
2020-09-28 09:02:15,讨龙英杰谭,武器,3
2020-09-28 09:02:15,以理服人,武器,3
2020-09-28 09:02:15,讨龙英杰谭,武器,3
2020-09-28 09:02:15,翡玉法球,武器,3
2020-09-28 09:02:15,魔导绪论,武器,3
2020-09-28 09:02:15,翡玉法球,武器,3
2020-09-28 09:02:15,黑缨枪,武器,3
2020-09-28 09:02:15,芭芭拉,角色,4
2020-09-28 09:02:24,以理服人,武器,3
2020-09-28 09:02:24,以理服人,武器,3
2020-09-28 09:02:24,沐浴龙血的剑,武器,3
2020-09-28 09:02:24,飞天御剑,武器,3
2020-09-28 09:02:24,黑缨枪,武器,3
2020-09-28 09:02:24,讨龙英杰谭,武器,3
2020-09-28 09:02:24,铁影阔剑,武器,3
2020-09-28 09:02:24,黎明神剑,武器,3
2020-09-28 09:02:24,菲谢尔,角色,4
2020-09-28 09:02:24,弹弓,武器,3
2020-09-28 09:02:31,翡玉法球,武器,3
2020-09-28 09:02:31,黑缨枪,武器,3
2020-09-28 09:02:31,飞天御剑,武器,3
2020-09-28 09:02:31,飞天御剑,武器,3
2020-09-28 09:02:31,讨龙英杰谭,武器,3
2020-09-28 09:02:31,沐浴龙血的剑,武器,3
2020-09-28 09:02:31,以理服人,武器,3
2020-09-28 09:02:31,绝弦,武器,4
2020-09-28 09:02:31,飞天御剑,武器,3
2020-09-28 09:02:31,鸦羽弓,武器,3
2020-09-28 09:02:39,温迪,角色,5
2020-09-28 09:02:39,讨龙英杰谭,武器,3
2020-09-28 09:02:39,魔导绪论,武器,3
2020-09-28 09:02:39,弹弓,武器,3
2020-09-28 09:02:39,鸦羽弓,武器,3
2020-09-28 09:02:39,讨龙英杰谭,武器,3
2020-09-28 09:02:39,芭芭拉,角色,4
2020-09-28 09:02:39,黎明神剑,武器,3
2020-09-28 09:02:39,讨龙英杰谭,武器,3
2020-09-28 09:02:39,弹弓,武器,3
2020-09-29 06:35:49,弹弓,武器,3
2020-09-29 06:35:49,黑缨枪,武器,3
2020-09-29 06:35:49,神射手之誓,武器,3
2020-09-29 06:35:49,讨龙英杰谭,武器,3
2020-09-29 06:35:49,铁影阔剑,武器,3
2020-09-29 06:35:49,讨龙英杰谭,武器,3
2020-09-29 06:35:49,祭礼剑,武器,4
2020-09-29 06:35:49,讨龙英杰谭,武器,3
2020-09-29 06:35:49,神射手之誓,武器,3
2020-09-29 06:35:49,神射手之誓,武器,3
2020-09-29 06:35:59,魔导绪论,武器,3
2020-09-29 06:35:59,神射手之誓,武器,3
2020-09-29 06:35:59,翡玉法球,武器,3
2020-09-29 06:35:59,黎明神剑,武器,3
2020-09-29 06:35:59,弹弓,武器,3
2020-09-29 06:35:59,香菱,角色,4
2020-09-29 06:35:59,雷泽,角色,4
2020-09-29 06:35:59,以理服人,武器,3
2020-09-29 06:35:59,芭芭拉,角色,4
2020-09-29 06:35:59,弹弓,武器,3
2020-09-29 06:36:11,黎明神剑,武器,3
2020-09-29 06:36:11,鸦羽弓,武器,3
2020-09-29 06:36:11,翡玉法球,武器,3
2020-09-29 06:36:11,沐浴龙血的剑,武器,3
2020-09-29 06:36:11,黎明神剑,武器,3
2020-09-29 06:36:11,以理服人,武器,3
2020-09-29 06:36:11,沐浴龙血的剑,武器,3
2020-09-29 06:36:11,昭心,武器,4
2020-09-29 06:36:11,魔导绪论,武器,3
2020-09-29 06:36:11,以理服人,武器,3
2020-09-29 06:36:20,铁影阔剑,武器,3
2020-09-29 06:36:20,翡玉法球,武器,3
2020-09-29 06:36:20,魔导绪论,武器,3
2020-09-29 06:36:20,弹弓,武器,3
2020-09-29 06:36:20,魔导绪论,武器,3
2020-09-29 06:36:20,以理服人,武器,3
2020-09-29 06:36:20,香菱,角色,4
2020-09-29 06:36:20,黎明神剑,武器,3
2020-09-29 06:36:20,以理服人,武器,3
2020-09-29 06:36:20,以理服人,武器,3
2020-09-29 06:36:30,黑缨枪,武器,3
2020-09-29 06:36:30,飞天御剑,武器,3
2020-09-29 06:36:30,沐浴龙血的剑,武器,3
2020-09-29 06:36:30,冷刃,武器,3
2020-09-29 06:36:30,魔导绪论,武器,3
2020-09-29 06:36:30,沐浴龙血的剑,武器,3
2020-09-29 06:36:30,香菱,角色,4
2020-09-29 06:36:30,冷刃,武器,3
2020-09-29 06:36:30,芭芭拉,角色,4
2020-09-29 06:36:30,黎明神剑,武器,3
2020-09-29 06:36:39,翡玉法球,武器,3
2020-09-29 06:36:39,神射手之誓,武器,3
2020-09-29 06:36:39,飞天御剑,武器,3
2020-09-29 06:36:39,神射手之誓,武器,3
2020-09-29 06:36:39,翡玉法球,武器,3
2020-09-29 06:36:39,沐浴龙血的剑,武器,3
2020-09-29 06:36:39,以理服人,武器,3
2020-09-29 06:36:39,芭芭拉,角色,4
2020-09-29 06:36:39,黎明神剑,武器,3
2020-09-29 06:36:39,黑缨枪,武器,3
2020-09-29 06:36:49,黑缨枪,武器,3
2020-09-29 06:36:49,黎明神剑,武器,3
2020-09-29 06:36:49,铁影阔剑,武器,3
2020-09-29 06:36:49,冷刃,武器,3
2020-09-29 06:36:49,黑缨枪,武器,3
2020-09-29 06:36:49,讨龙英杰谭,武器,3
2020-09-29 06:36:49,铁影阔剑,武器,3
2020-09-29 06:36:49,匣里龙吟,武器,4
2020-09-29 06:36:49,弹弓,武器,3
2020-09-29 06:36:49,迪卢克,角色,5
2020-09-29 06:36:59,以理服人,武器,3
2020-09-29 06:36:59,讨龙英杰谭,武器,3
2020-09-29 06:36:59,飞天御剑,武器,3
2020-09-29 06:36:59,铁影阔剑,武器,3
2020-09-29 06:36:59,黑缨枪,武器,3
2020-09-29 06:36:59,香菱,角色,4
2020-09-29 06:36:59,沐浴龙血的剑,武器,3
2020-09-29 06:36:59,鸦羽弓,武器,3
2020-09-29 06:36:59,翡玉法球,武器,3
2020-09-29 06:36:59,魔导绪论,武器,3
2020-09-29 06:38:17,冷刃,武器,3
2020-09-29 06:38:17,黑缨枪,武器,3
2020-09-29 06:38:17,神射手之誓,武器,3
2020-09-29 06:38:17,神射手之誓,武器,3
2020-09-29 06:38:17,以理服人,武器,3
2020-09-29 06:38:17,西风猎弓,武器,4
2020-09-29 06:38:17,神射手之誓,武器,3
2020-09-29 06:38:17,讨龙英杰谭,武器,3
2020-09-29 06:38:17,冷刃,武器,3
2020-09-29 06:38:17,弹弓,武器,3
2020-09-29 06:38:47,弹弓,武器,3
2020-09-29 06:38:47,讨龙英杰谭,武器,3
2020-09-29 06:38:47,芭芭拉,角色,4
2020-09-29 06:38:47,铁影阔剑,武器,3
2020-09-29 06:38:47,弹弓,武器,3
2020-09-29 06:38:47,讨龙英杰谭,武器,3
2020-09-29 06:38:47,黑缨枪,武器,3
2020-09-29 06:38:47,黑缨枪,武器,3
2020-09-29 06:38:47,黑缨枪,武器,3
2020-09-29 06:38:47,黑缨枪,武器,3
2020-09-29 06:39:31,以理服人,武器,3
2020-09-29 06:39:31,香菱,角色,4
2020-09-29 06:39:31,黎明神剑,武器,3
2020-09-29 06:39:31,黎明神剑,武器,3
2020-09-29 06:39:31,翡玉法球,武器,3
2020-09-29 06:39:31,神射手之誓,武器,3
2020-09-29 06:39:31,铁影阔剑,武器,3
2020-09-29 06:39:31,翡玉法球,武器,3
2020-09-29 06:39:31,神射手之誓,武器,3
2020-09-29 06:39:31,神射手之誓,武器,3
2020-09-29 06:39:40,黎明神剑,武器,3
2020-09-29 06:39:40,笛剑,武器,4
2020-09-29 06:39:40,飞天御剑,武器,3
2020-09-29 06:39:40,翡玉法球,武器,3
2020-09-29 06:39:40,翡玉法球,武器,3
2020-09-29 06:39:40,以理服人,武器,3
2020-09-29 06:39:40,铁影阔剑,武器,3
2020-09-29 06:39:40,翡玉法球,武器,3
2020-09-29 06:39:40,弹弓,武器,3
2020-09-29 06:39:40,魔导绪论,武器,3
2020-09-29 06:39:50,芭芭拉,角色,4
2020-09-29 06:39:50,神射手之誓,武器,3
2020-09-29 06:39:50,黎明神剑,武器,3
2020-09-29 06:39:50,黑缨枪,武器,3
2020-09-29 06:39:50,黑缨枪,武器,3
2020-09-29 06:39:50,以理服人,武器,3
2020-09-29 06:39:50,鸦羽弓,武器,3
2020-09-29 06:39:50,翡玉法球,武器,3
2020-09-29 06:39:50,翡玉法球,武器,3
2020-09-29 06:39:50,黑缨枪,武器,3
2020-09-29 06:39:56,西风长枪,武器,4
2020-09-29 06:39:56,鸦羽弓,武器,3
2020-09-29 06:39:56,铁影阔剑,武器,3
2020-09-29 06:39:56,黎明神剑,武器,3
2020-09-29 06:39:56,以理服人,武器,3
2020-09-29 06:39:56,翡玉法球,武器,3
2020-09-29 06:39:56,鸦羽弓,武器,3
2020-09-29 06:39:56,翡玉法球,武器,3
2020-09-29 06:39:56,沐浴龙血的剑,武器,3
2020-09-29 06:39:56,菲谢尔,角色,4
2020-09-29 06:40:03,黑缨枪,武器,3
2020-09-29 06:40:03,黎明神剑,武器,3
2020-09-29 06:40:03,以理服人,武器,3
2020-09-29 06:40:03,黑缨枪,武器,3
2020-09-29 06:40:03,翡玉法球,武器,3
2020-09-29 06:40:03,魔导绪论,武器,3
2020-09-29 06:40:03,鸦羽弓,武器,3
2020-09-29 06:40:03,翡玉法球,武器,3
2020-09-29 06:40:03,香菱,角色,4
2020-09-29 06:40:03,黑缨枪,武器,3
2020-09-29 06:40:34,温迪,角色,5
2020-09-29 06:40:34,弹弓,武器,3
2020-09-29 06:40:34,讨龙英杰谭,武器,3
2020-09-29 06:40:34,讨龙英杰谭,武器,3
2020-09-29 06:40:34,鸦羽弓,武器,3
2020-09-29 06:40:34,鸦羽弓,武器,3
2020-09-29 06:40:34,七七,角色,5
2020-09-29 06:40:34,芭芭拉,角色,4
2020-09-29 06:40:34,神射手之誓,武器,3
2020-09-29 06:40:34,翡玉法球,武器,3
2020-09-29 13:38:43,黎明神剑,武器,3
2020-09-29 13:38:43,鸦羽弓,武器,3
2020-09-29 13:38:43,飞天御剑,武器,3
2020-09-29 13:38:43,铁影阔剑,武器,3
2020-09-29 13:38:43,魔导绪论,武器,3
2020-09-29 13:38:43,以理服人,武器,3
2020-09-29 13:38:43,鸦羽弓,武器,3
2020-09-29 13:38:43,菲谢尔,角色,4
2020-09-29 13:38:43,黎明神剑,武器,3
2020-09-29 13:38:43,鸦羽弓,武器,3
2020-09-30 10:07:11,神射手之誓,武器,3
2020-09-30 10:07:11,飞天御剑,武器,3
2020-09-30 10:07:11,翡玉法球,武器,3
2020-09-30 10:07:11,讨龙英杰谭,武器,3
2020-09-30 10:07:11,讨龙英杰谭,武器,3
2020-09-30 10:07:11,弹弓,武器,3
2020-09-30 10:07:11,西风猎弓,武器,4
2020-09-30 10:07:11,铁影阔剑,武器,3
2020-09-30 10:07:11,黎明神剑,武器,3
2020-09-30 10:07:11,香菱,角色,4
2020-09-30 10:07:20,鸦羽弓,武器,3
2020-09-30 10:07:20,黑缨枪,武器,3
2020-09-30 10:07:20,以理服人,武器,3
2020-09-30 10:07:20,讨龙英杰谭,武器,3
2020-09-30 10:07:20,黑缨枪,武器,3
2020-09-30 10:07:20,黑缨枪,武器,3
2020-09-30 10:07:20,讨龙英杰谭,武器,3
2020-09-30 10:07:20,弹弓,武器,3
2020-09-30 10:07:20,神射手之誓,武器,3
2020-09-30 10:07:20,诺艾尔,角色,4
2020-09-30 10:07:29,菲谢尔,角色,4
2020-09-30 10:07:29,鸦羽弓,武器,3
2020-09-30 10:07:29,冷刃,武器,3
2020-09-30 10:07:29,讨龙英杰谭,武器,3
2020-09-30 10:07:29,沐浴龙血的剑,武器,3
2020-09-30 10:07:29,弹弓,武器,3
2020-09-30 10:07:29,冷刃,武器,3
2020-09-30 10:07:29,鸦羽弓,武器,3
2020-09-30 10:07:29,飞天御剑,武器,3
2020-09-30 10:07:29,以理服人,武器,3
2020-09-30 10:07:39,芭芭拉,角色,4
2020-09-30 10:07:39,沐浴龙血的剑,武器,3
2020-09-30 10:07:39,魔导绪论,武器,3
2020-09-30 10:07:39,黎明神剑,武器,3
2020-09-30 10:07:39,沐浴龙血的剑,武器,3
2020-09-30 10:07:39,鸦羽弓,武器,3
2020-09-30 10:07:39,冷刃,武器,3
2020-09-30 10:07:39,黎明神剑,武器,3
2020-09-30 10:07:39,魔导绪论,武器,3
2020-09-30 10:07:39,祭礼大剑,武器,4
2020-09-30 10:07:46,冷刃,武器,3
2020-09-30 10:07:46,讨龙英杰谭,武器,3
2020-09-30 10:07:46,冷刃,武器,3
2020-09-30 10:07:46,沐浴龙血的剑,武器,3
2020-09-30 10:07:46,魔导绪论,武器,3
2020-09-30 10:07:46,弹弓,武器,3
2020-09-30 10:07:46,以理服人,武器,3
2020-09-30 10:07:46,翡玉法球,武器,3
2020-09-30 10:07:46,香菱,角色,4
2020-09-30 10:07:46,黎明神剑,武器,3
2020-09-30 10:08:22,冷刃,武器,3
2020-09-30 10:08:22,讨龙英杰谭,武器,3
2020-09-30 10:08:22,以理服人,武器,3
2020-09-30 10:08:22,神射手之誓,武器,3
2020-09-30 10:08:22,神射手之誓,武器,3
2020-09-30 10:08:22,神射手之誓,武器,3
2020-09-30 10:08:22,黑缨枪,武器,3
2020-09-30 10:08:22,翡玉法球,武器,3
2020-09-30 10:08:22,雨裁,武器,4
2020-09-30 10:08:22,冷刃,武器,3
2020-09-30 10:09:07,沐浴龙血的剑,武器,3
2020-09-30 10:09:07,沐浴龙血的剑,武器,3
2020-09-30 10:09:07,沐浴龙血的剑,武器,3
2020-09-30 10:09:07,弹弓,武器,3
2020-09-30 10:09:07,温迪,角色,5
2020-09-30 10:09:07,沐浴龙血的剑,武器,3
2020-09-30 10:09:07,讨龙英杰谭,武器,3
2020-09-30 10:09:07,魔导绪论,武器,3
2020-09-30 10:09:07,芭芭拉,角色,4
2020-09-30 10:09:07,弹弓,武器,3
2020-10-06 07:59:33,冷刃,武器,3
2020-10-06 07:59:33,飞天御剑,武器,3
2020-10-06 07:59:33,重云,角色,4
2020-10-06 07:59:33,黑缨枪,武器,3
2020-10-06 07:59:33,黎明神剑,武器,3
2020-10-06 07:59:33,黑缨枪,武器,3
2020-10-06 07:59:33,讨龙英杰谭,武器,3
2020-10-06 07:59:33,黑缨枪,武器,3
2020-10-06 07:59:33,翡玉法球,武器,3
2020-10-06 07:59:33,鸦羽弓,武器,3
2020-10-07 17:36:48,以理服人,武器,3
2020-10-07 17:36:48,芭芭拉,角色,4
2020-10-07 17:36:48,以理服人,武器,3
2020-10-07 17:36:48,神射手之誓,武器,3
2020-10-07 17:36:48,鸦羽弓,武器,3
2020-10-07 17:36:48,以理服人,武器,3
2020-10-07 17:36:48,讨龙英杰谭,武器,3
2020-10-07 17:36:48,黎明神剑,武器,3
2020-10-07 17:36:48,西风猎弓,武器,4
2020-10-07 17:36:48,铁影阔剑,武器,3
2020-10-07 17:36:57,铁影阔剑,武器,3
2020-10-07 17:36:57,黎明神剑,武器,3
2020-10-07 17:36:57,神射手之誓,武器,3
2020-10-07 17:36:57,冷刃,武器,3
2020-10-07 17:36:57,飞天御剑,武器,3
2020-10-07 17:36:57,黎明神剑,武器,3
2020-10-07 17:36:57,神射手之誓,武器,3
2020-10-07 17:36:57,香菱,角色,4
2020-10-07 17:36:57,冷刃,武器,3
2020-10-07 17:36:57,弹弓,武器,3
2020-10-07 17:37:32,沐浴龙血的剑,武器,3
2020-10-07 17:37:32,魔导绪论,武器,3
2020-10-07 17:37:32,冷刃,武器,3
2020-10-07 17:37:32,铁影阔剑,武器,3
2020-10-07 17:37:32,翡玉法球,武器,3
2020-10-07 17:37:32,鸦羽弓,武器,3
2020-10-07 17:37:32,黎明神剑,武器,3
2020-10-07 17:37:32,芭芭拉,角色,4
2020-10-07 17:37:32,香菱,角色,4
2020-10-07 17:37:32,魔导绪论,武器,3
2020-10-07 17:37:39,飞天御剑,武器,3
2020-10-07 17:37:39,铁影阔剑,武器,3
2020-10-07 17:37:39,沐浴龙血的剑,武器,3
2020-10-07 17:37:39,飞天御剑,武器,3
2020-10-07 17:37:39,冷刃,武器,3
2020-10-07 17:37:39,以理服人,武器,3
2020-10-07 17:37:39,讨龙英杰谭,武器,3
2020-10-07 17:37:39,西风剑,武器,4
2020-10-07 17:37:39,沐浴龙血的剑,武器,3
2020-10-07 17:37:39,讨龙英杰谭,武器,3
2020-10-07 17:37:47,冷刃,武器,3
2020-10-07 17:37:47,魔导绪论,武器,3
2020-10-07 17:37:47,飞天御剑,武器,3
2020-10-07 17:37:47,铁影阔剑,武器,3
2020-10-07 17:37:47,神射手之誓,武器,3
2020-10-07 17:37:47,飞天御剑,武器,3
2020-10-07 17:37:47,黑缨枪,武器,3
2020-10-07 17:37:47,芭芭拉,角色,4
2020-10-07 17:37:47,沐浴龙血的剑,武器,3
2020-10-07 17:37:47,神射手之誓,武器,3
2020-10-07 17:37:54,魔导绪论,武器,3
2020-10-07 17:37:54,神射手之誓,武器,3
2020-10-07 17:37:54,讨龙英杰谭,武器,3
2020-10-07 17:37:54,黑缨枪,武器,3
2020-10-07 17:37:54,冷刃,武器,3
2020-10-07 17:37:54,黑缨枪,武器,3
2020-10-07 17:37:54,黎明神剑,武器,3
2020-10-07 17:37:54,祭礼大剑,武器,4
2020-10-07 17:37:54,魔导绪论,武器,3
2020-10-07 17:37:54,冷刃,武器,3
2020-10-07 17:38:02,翡玉法球,武器,3
2020-10-07 17:38:02,飞天御剑,武器,3
2020-10-07 17:38:02,弹弓,武器,3
2020-10-07 17:38:02,琴,角色,5
2020-10-07 17:38:02,弹弓,武器,3
2020-10-07 17:38:02,神射手之誓,武器,3
2020-10-07 17:38:02,芭芭拉,角色,4
2020-10-07 17:38:02,黑缨枪,武器,3
2020-10-07 17:38:02,魔导绪论,武器,3
2020-10-07 17:38:02,魔导绪论,武器,3
2020-10-13 09:23:34,讨龙英杰谭,武器,3
2020-10-13 09:23:34,鸦羽弓,武器,3
2020-10-13 09:23:34,沐浴龙血的剑,武器,3
2020-10-13 09:23:34,飞天御剑,武器,3
2020-10-13 09:23:34,讨龙英杰谭,武器,3
2020-10-13 09:23:34,翡玉法球,武器,3
2020-10-13 09:23:34,香菱,角色,4
2020-10-13 09:23:34,飞天御剑,武器,3
2020-10-13 09:23:34,黎明神剑,武器,3
2020-10-13 09:23:34,魔导绪论,武器,3
2020-10-13 09:23:42,铁影阔剑,武器,3
2020-10-13 09:23:50,翡玉法球,武器,3
2020-10-13 09:23:50,讨龙英杰谭,武器,3
2020-10-13 09:23:50,沐浴龙血的剑,武器,3
2020-10-13 09:23:50,冷刃,武器,3
2020-10-13 09:23:50,翡玉法球,武器,3
2020-10-13 09:23:50,香菱,角色,4
2020-10-13 09:23:50,沐浴龙血的剑,武器,3
2020-10-13 09:23:50,弹弓,武器,3
2020-10-13 09:23:50,飞天御剑,武器,3
2020-10-13 09:23:50,黎明神剑,武器,3
2020-10-13 09:25:13,以理服人,武器,3
2020-10-13 09:25:13,飞天御剑,武器,3
2020-10-13 09:25:13,温迪,角色,5
2020-10-13 09:25:13,莫娜,角色,5
2020-10-13 09:25:13,翡玉法球,武器,3
2020-10-13 09:25:13,芭芭拉,角色,4
2020-10-13 09:25:13,鸦羽弓,武器,3
2020-10-13 09:25:13,芭芭拉,角色,4
2020-10-13 09:25:13,冷刃,武器,3
2020-10-13 09:25:13,讨龙英杰谭,武器,3
2020-10-13 09:26:55,铁影阔剑,武器,3
2020-10-13 09:26:55,沐浴龙血的剑,武器,3
2020-10-13 09:26:55,铁影阔剑,武器,3
2020-10-13 09:26:55,沐浴龙血的剑,武器,3
2020-10-13 09:26:55,讨龙英杰谭,武器,3
2020-10-13 09:26:55,以理服人,武器,3
2020-10-13 09:26:55,铁影阔剑,武器,3
2020-10-13 09:26:55,芭芭拉,角色,4
2020-10-13 09:26:55,黑缨枪,武器,3
2020-10-13 09:26:55,鸦羽弓,武器,3
2020-10-13 09:27:02,黑缨枪,武器,3
2020-10-13 09:27:02,鸦羽弓,武器,3
2020-10-13 09:27:02,以理服人,武器,3
2020-10-13 09:27:02,翡玉法球,武器,3
2020-10-13 09:27:02,黎明神剑,武器,3
2020-10-13 09:27:02,以理服人,武器,3
2020-10-13 09:27:02,钟剑,武器,4
2020-10-13 09:27:02,菲谢尔,角色,4
2020-10-13 09:27:02,沐浴龙血的剑,武器,3
2020-10-13 09:27:02,冷刃,武器,3
2020-10-13 09:27:07,黑缨枪,武器,3
2020-10-13 09:27:07,翡玉法球,武器,3
2020-10-13 09:27:07,冷刃,武器,3
2020-10-13 09:27:07,铁影阔剑,武器,3
2020-10-13 09:27:07,冷刃,武器,3
2020-10-13 09:27:07,冷刃,武器,3
2020-10-13 09:27:07,香菱,角色,4
2020-10-13 09:27:07,鸦羽弓,武器,3
2020-10-13 09:27:07,黎明神剑,武器,3
2020-10-13 09:27:07,冷刃,武器,3
2020-10-13 09:27:13,冷刃,武器,3
2020-10-13 09:27:13,黎明神剑,武器,3
2020-10-13 09:27:13,黑缨枪,武器,3
2020-10-13 09:27:13,铁影阔剑,武器,3
2020-10-13 09:27:13,魔导绪论,武器,3
2020-10-13 09:27:13,菲谢尔,角色,4
2020-10-13 09:27:13,铁影阔剑,武器,3
2020-10-13 09:27:13,黑缨枪,武器,3
2020-10-13 09:27:13,弹弓,武器,3
2020-10-13 09:27:13,铁影阔剑,武器,3
2020-10-13 09:28:50,鸦羽弓,武器,3
2020-10-13 09:28:50,翡玉法球,武器,3
2020-10-13 09:28:50,翡玉法球,武器,3
2020-10-13 09:28:50,鸦羽弓,武器,3
2020-10-13 09:28:50,匣里龙吟,武器,4
2020-10-13 09:28:50,飞天御剑,武器,3
2020-10-13 09:28:50,沐浴龙血的剑,武器,3
2020-10-13 09:28:50,冷刃,武器,3
2020-10-13 09:28:50,鸦羽弓,武器,3
2020-10-13 09:28:50,神射手之誓,武器,3
2020-10-13 09:28:58,黎明神剑,武器,3
2020-10-13 09:28:58,黎明神剑,武器,3
2020-10-13 09:28:58,黎明神剑,武器,3
2020-10-13 09:28:58,黑缨枪,武器,3
2020-10-13 09:28:58,菲谢尔,角色,4
2020-10-13 09:28:58,飞天御剑,武器,3
2020-10-13 09:28:58,黑缨枪,武器,3
2020-10-13 09:28:58,翡玉法球,武器,3
2020-10-13 09:28:58,黎明神剑,武器,3
2020-10-13 09:28:58,铁影阔剑,武器,3
2020-10-13 09:29:05,以理服人,武器,3
2020-10-13 09:29:05,以理服人,武器,3
2020-10-13 09:29:05,冷刃,武器,3
2020-10-13 09:29:05,祭礼大剑,武器,4
2020-10-13 09:29:05,香菱,角色,4
2020-10-13 09:29:05,铁影阔剑,武器,3
2020-10-13 09:29:05,沐浴龙血的剑,武器,3
2020-10-13 09:29:05,黑缨枪,武器,3
2020-10-13 09:29:05,黑缨枪,武器,3
2020-10-13 09:29:05,魔导绪论,武器,3
2020-10-13 09:29:14,铁影阔剑,武器,3
2020-10-13 09:29:14,翡玉法球,武器,3
2020-10-13 09:29:14,温迪,角色,5
2020-10-13 09:29:14,翡玉法球,武器,3
2020-10-13 09:29:14,诺艾尔,角色,4
2020-10-13 09:29:14,铁影阔剑,武器,3
2020-10-13 09:29:14,弹弓,武器,3
2020-10-13 09:29:14,沐浴龙血的剑,武器,3
2020-10-13 09:29:14,翡玉法球,武器,3
2020-10-13 09:29:14,飞天御剑,武器,3
2020-10-13 09:29:24,铁影阔剑,武器,3
2020-10-13 09:29:24,沐浴龙血的剑,武器,3
2020-10-13 09:29:24,飞天御剑,武器,3
2020-10-13 09:29:24,飞天御剑,武器,3
2020-10-13 09:29:24,菲谢尔,角色,4
