抽卡时间,名称,类别,星级
2020-11-11 20:08:08,以理服人,武器,3
2020-11-11 20:08:08,讨龙英杰谭,武器,3
2020-11-11 20:08:08,冷刃,武器,3
2020-11-11 20:08:08,匣里灭辰,武器,4
2020-11-11 20:08:08,翡玉法球,武器,3
2020-11-11 20:08:08,飞天御剑,武器,3
2020-11-11 20:08:08,冷刃,武器,3
2020-11-11 20:08:13,弹弓,武器,3
2020-11-11 20:08:13,黑缨枪,武器,3
2020-11-11 20:08:13,迪奥娜,角色,4
2020-11-11 20:08:13,飞天御剑,武器,3
2020-11-11 20:08:13,沐浴龙血的剑,武器,3
2020-11-11 20:08:13,飞天御剑,武器,3
2020-11-11 20:08:13,迪奥娜,角色,4
2020-11-11 20:08:13,以理服人,武器,3
2020-11-11 20:08:13,讨龙英杰谭,武器,3
2020-11-11 20:08:13,沐浴龙血的剑,武器,3
2020-11-11 20:08:37,以理服人,武器,3
2020-11-11 20:08:37,黎明神剑,武器,3
2020-11-11 20:08:37,翡玉法球,武器,3
2020-11-11 20:08:37,翡玉法球,武器,3
2020-11-11 20:08:37,沐浴龙血的剑,武器,3
2020-11-11 20:08:37,弓藏,武器,4
2020-11-11 20:08:37,飞天御剑,武器,3
2020-11-11 20:08:37,鸦羽弓,武器,3
2020-11-11 20:08:37,黎明神剑,武器,3
2020-11-11 20:08:37,弹弓,武器,3
2020-11-11 20:08:56,冷刃,武器,3
2020-11-11 20:08:56,黎明神剑,武器,3
2020-11-11 20:08:56,冷刃,武器,3
2020-11-11 20:08:56,铁影阔剑,武器,3
2020-11-11 20:08:56,神射手之誓,武器,3
2020-11-11 20:08:56,凝光,角色,4
2020-11-11 20:08:56,黑缨枪,武器,3
2020-11-11 20:08:56,鸦羽弓,武器,3
2020-11-11 20:08:56,讨龙英杰谭,武器,3
2020-11-11 20:08:56,魔导绪论,武器,3
2020-11-11 20:09:01,黑缨枪,武器,3
2020-11-11 20:09:01,弹弓,武器,3
2020-11-11 20:09:01,魔导绪论,武器,3
2020-11-11 20:09:01,黎明神剑,武器,3
2020-11-11 20:09:01,魔导绪论,武器,3
2020-11-11 20:09:01,西风秘典,武器,4
2020-11-11 20:09:01,铁影阔剑,武器,3
2020-11-11 20:09:01,铁影阔剑,武器,3
2020-11-11 20:09:01,黑缨枪,武器,3
2020-11-11 20:09:01,鸦羽弓,武器,3
2020-11-11 20:09:06,铁影阔剑,武器,3
2020-11-11 20:09:06,翡玉法球,武器,3
2020-11-11 20:09:06,讨龙英杰谭,武器,3
2020-11-11 20:09:06,铁影阔剑,武器,3
2020-11-11 20:09:06,讨龙英杰谭,武器,3
2020-11-11 20:09:06,北斗,角色,4
2020-11-11 20:09:06,冷刃,武器,3
2020-11-11 20:09:06,冷刃,武器,3
2020-11-11 20:09:06,沐浴龙血的剑,武器,3
2020-11-11 20:09:06,黑缨枪,武器,3
2020-11-11 20:09:09,飞天御剑,武器,3
2020-11-11 20:09:09,沐浴龙血的剑,武器,3
2020-11-11 20:09:09,讨龙英杰谭,武器,3
2020-11-11 20:09:09,以理服人,武器,3
2020-11-11 20:09:09,西风剑,武器,4
2020-11-11 20:09:09,沐浴龙血的剑,武器,3
2020-11-11 20:09:09,以理服人,武器,3
2020-11-11 20:09:09,冷刃,武器,3
2020-11-11 20:09:09,神射手之誓,武器,3
2020-11-11 20:09:09,黑缨枪,武器,3
2020-11-11 20:09:14,沐浴龙血的剑,武器,3
2020-11-11 20:09:14,神射手之誓,武器,3
2020-11-11 20:09:14,翡玉法球,武器,3
2020-11-11 20:09:14,北斗,角色,4
2020-11-11 20:09:14,魔导绪论,武器,3
2020-11-11 20:09:14,以理服人,武器,3
2020-11-11 20:09:14,魔导绪论,武器,3
2020-11-11 20:09:14,沐浴龙血的剑,武器,3
2020-11-11 20:09:14,琴,角色,5
2020-11-11 20:09:14,飞天御剑,武器,3
2020-11-12 14:00:11,冷刃,武器,3
2020-11-12 14:00:17,飞天御剑,武器,3
2020-11-12 14:00:20,祭礼弓,武器,4
2020-11-12 14:00:23,沐浴龙血的剑,武器,3
2020-11-12 14:00:26,以理服人,武器,3
2020-11-12 14:00:29,以理服人,武器,3
2020-11-12 23:41:23,飞天御剑,武器,3
2020-11-12 23:41:23,鸦羽弓,武器,3
2020-11-12 23:41:23,魔导绪论,武器,3
2020-11-12 23:41:23,北斗,角色,4
2020-11-12 23:41:23,铁影阔剑,武器,3
2020-11-12 23:41:23,铁影阔剑,武器,3
2020-11-12 23:41:23,黑缨枪,武器,3
2020-11-12 23:41:23,讨龙英杰谭,武器,3
2020-11-12 23:41:23,鸦羽弓,武器,3
2020-11-12 23:41:23,黑缨枪,武器,3
2020-11-12 23:41:30,沐浴龙血的剑,武器,3
2020-11-12 23:41:30,黎明神剑,武器,3
2020-11-12 23:41:30,黎明神剑,武器,3
2020-11-12 23:41:30,菲谢尔,角色,4
2020-11-12 23:41:30,弹弓,武器,3
2020-11-12 23:41:30,魔导绪论,武器,3
2020-11-12 23:41:30,冷刃,武器,3
2020-11-12 23:41:30,以理服人,武器,3
2020-11-12 23:41:30,鸦羽弓,武器,3
2020-11-12 23:41:30,冷刃,武器,3
2020-11-12 23:41:35,铁影阔剑,武器,3
2020-11-12 23:41:35,冷刃,武器,3
2020-11-12 23:41:35,黎明神剑,武器,3
2020-11-12 23:41:35,迪奥娜,角色,4
2020-11-12 23:41:35,飞天御剑,武器,3
2020-11-12 23:41:35,鸦羽弓,武器,3
2020-11-12 23:41:35,弹弓,武器,3
2020-11-12 23:41:35,沐浴龙血的剑,武器,3
2020-11-12 23:41:35,匣里灭辰,武器,4
2020-11-12 23:41:35,讨龙英杰谭,武器,3
2020-11-12 23:41:41,神射手之誓,武器,3
2020-11-12 23:41:41,鸦羽弓,武器,3
2020-11-12 23:41:41,弹弓,武器,3
2020-11-12 23:41:41,以理服人,武器,3
2020-11-12 23:41:41,黑缨枪,武器,3
2020-11-12 23:41:41,翡玉法球,武器,3
2020-11-12 23:41:41,迪奥娜,角色,4
2020-11-12 23:41:41,沐浴龙血的剑,武器,3
2020-11-12 23:41:41,钟剑,武器,4
2020-11-12 23:41:41,飞天御剑,武器,3
2020-11-12 23:41:47,翡玉法球,武器,3
2020-11-12 23:41:47,铁影阔剑,武器,3
2020-11-12 23:41:47,迪奥娜,角色,4
2020-11-12 23:41:47,翡玉法球,武器,3
2020-11-12 23:41:47,飞天御剑,武器,3
2020-11-12 23:41:47,神射手之誓,武器,3
2020-11-12 23:41:47,黑缨枪,武器,3
2020-11-12 23:41:47,凝光,角色,4
2020-11-12 23:41:47,黎明神剑,武器,3
2020-11-12 23:41:47,飞天御剑,武器,3
2020-12-02 08:36:44,冷刃,武器,3
2020-12-02 08:36:44,飞天御剑,武器,3
2020-12-02 08:36:44,铁影阔剑,武器,3
2020-12-02 08:36:44,神射手之誓,武器,3
2020-12-02 08:36:44,翡玉法球,武器,3
2020-12-02 08:36:44,鸦羽弓,武器,3
2020-12-02 08:36:44,辛焱,角色,4
2020-12-02 08:36:44,黎明神剑,武器,3
2020-12-02 08:36:44,魔导绪论,武器,3
2020-12-02 08:36:44,魔导绪论,武器,3
2020-12-02 08:36:53,黎明神剑,武器,3
2020-12-02 08:36:53,黑缨枪,武器,3
2020-12-02 08:36:53,弹弓,武器,3
2020-12-02 08:36:53,魔导绪论,武器,3
2020-12-02 08:36:53,铁影阔剑,武器,3
2020-12-02 08:36:53,祭礼大剑,武器,4
2020-12-02 08:36:53,翡玉法球,武器,3
2020-12-02 08:36:53,以理服人,武器,3
2020-12-02 08:36:53,弹弓,武器,3
2020-12-02 08:36:53,沐浴龙血的剑,武器,3
2020-12-02 08:37:03,钟离,角色,5
2020-12-02 08:37:03,神射手之誓,武器,3
2020-12-02 08:37:03,弹弓,武器,3
2020-12-02 08:37:03,黎明神剑,武器,3
2020-12-02 08:37:03,魔导绪论,武器,3
2020-12-02 08:37:03,重云,角色,4
2020-12-02 08:37:03,以理服人,武器,3
2020-12-02 08:37:03,鸦羽弓,武器,3
2020-12-02 08:37:03,以理服人,武器,3
2020-12-02 08:37:03,翡玉法球,武器,3
2020-12-23 10:46:30,翡玉法球,武器,3
2020-12-23 10:46:30,讨龙英杰谭,武器,3
2020-12-23 10:46:30,黑缨枪,武器,3
2020-12-23 10:46:30,神射手之誓,武器,3
2020-12-23 10:46:30,菲谢尔,角色,4
2020-12-23 10:46:30,飞天御剑,武器,3
2020-12-23 10:46:30,讨龙英杰谭,武器,3
2020-12-23 10:46:30,弹弓,武器,3
2020-12-23 10:46:30,冷刃,武器,3
2020-12-23 10:46:30,冷刃,武器,3
2020-12-23 10:46:38,以理服人,武器,3
2020-12-23 10:46:38,黑缨枪,武器,3
2020-12-23 10:46:38,弹弓,武器,3
2020-12-23 10:46:38,翡玉法球,武器,3
2020-12-23 10:46:38,匣里灭辰,武器,4
2020-12-23 10:46:38,黎明神剑,武器,3
2020-12-23 10:46:38,以理服人,武器,3
2020-12-23 10:46:38,冷刃,武器,3
2020-12-23 10:46:38,沐浴龙血的剑,武器,3
2020-12-23 10:46:38,以理服人,武器,3
2020-12-23 10:46:43,铁影阔剑,武器,3
2020-12-23 10:46:43,神射手之誓,武器,3
2020-12-23 10:46:43,魔导绪论,武器,3
2020-12-23 10:46:43,砂糖,角色,4
2020-12-23 10:46:43,神射手之誓,武器,3
2020-12-23 10:46:43,铁影阔剑,武器,3
2020-12-23 10:46:43,黎明神剑,武器,3
2020-12-23 10:46:43,弹弓,武器,3
2020-12-23 10:46:43,魔导绪论,武器,3
2020-12-23 10:46:43,铁影阔剑,武器,3
2020-12-23 10:46:50,铁影阔剑,武器,3
2020-12-23 10:46:50,沐浴龙血的剑,武器,3
2020-12-23 10:46:50,黑缨枪,武器,3
2020-12-23 10:46:50,西风剑,武器,4
2020-12-23 10:46:50,黑缨枪,武器,3
2020-12-23 10:46:50,讨龙英杰谭,武器,3
2020-12-23 10:46:50,黎明神剑,武器,3
2020-12-23 10:46:50,翡玉法球,武器,3
2020-12-23 10:46:50,神射手之誓,武器,3
2020-12-23 10:46:50,翡玉法球,武器,3
2020-12-23 10:49:05,黎明神剑,武器,3
2020-12-23 10:49:05,黎明神剑,武器,3
2020-12-23 10:49:05,砂糖,角色,4
2020-12-23 10:49:05,神射手之誓,武器,3
2020-12-23 10:49:05,铁影阔剑,武器,3
2020-12-23 10:49:05,以理服人,武器,3
2020-12-23 10:49:05,菲谢尔,角色,4
2020-12-23 10:49:05,鸦羽弓,武器,3
2020-12-23 10:49:05,魔导绪论,武器,3
2020-12-23 10:49:05,魔导绪论,武器,3
2020-12-23 10:50:09,以理服人,武器,3
2020-12-23 10:50:09,魔导绪论,武器,3
2020-12-23 10:50:09,魔导绪论,武器,3
2020-12-23 10:50:09,鸦羽弓,武器,3
2020-12-23 10:50:09,以理服人,武器,3
2020-12-23 10:50:09,弹弓,武器,3
2020-12-23 10:50:09,砂糖,角色,4
2020-12-23 10:50:09,沐浴龙血的剑,武器,3
2020-12-23 10:50:09,流浪乐章,武器,4
2020-12-23 10:50:09,以理服人,武器,3
2020-12-23 11:01:51,黑缨枪,武器,3
2020-12-23 11:01:51,翡玉法球,武器,3
2020-12-23 11:01:51,魔导绪论,武器,3
2020-12-23 11:01:51,弹弓,武器,3
2020-12-23 11:01:51,沐浴龙血的剑,武器,3
2020-12-23 11:01:51,冷刃,武器,3
2020-12-23 11:01:51,阿贝多,角色,5
2020-12-23 11:01:51,砂糖,角色,4
2020-12-23 11:01:51,神射手之誓,武器,3
2020-12-23 11:01:51,以理服人,武器,3
2020-12-23 11:03:53,沐浴龙血的剑,武器,3
2020-12-23 11:03:53,鸦羽弓,武器,3
2020-12-23 11:03:53,讨龙英杰谭,武器,3
2020-12-23 11:03:53,沐浴龙血的剑,武器,3
2020-12-23 11:03:53,铁影阔剑,武器,3
2020-12-23 11:03:53,鸦羽弓,武器,3
2020-12-23 11:03:53,西风秘典,武器,4
2020-12-23 11:03:53,冷刃,武器,3
2020-12-23 11:03:53,弹弓,武器,3
2020-12-23 11:03:53,沐浴龙血的剑,武器,3
2020-12-23 11:04:00,以理服人,武器,3
2020-12-23 11:04:00,铁影阔剑,武器,3
2020-12-23 11:04:00,飞天御剑,武器,3
2020-12-23 11:04:00,铁影阔剑,武器,3
2020-12-23 11:04:00,弹弓,武器,3
2020-12-23 11:04:00,班尼特,角色,4
2020-12-23 11:04:00,黎明神剑,武器,3
2020-12-23 11:04:00,鸦羽弓,武器,3
2020-12-23 11:04:00,祭礼残章,武器,4
2020-12-23 11:04:00,神射手之誓,武器,3
2020-12-23 11:23:00,黑缨枪,武器,3
2020-12-23 11:23:00,讨龙英杰谭,武器,3
2020-12-23 11:23:00,飞天御剑,武器,3
2020-12-23 11:23:00,鸦羽弓,武器,3
2020-12-23 11:23:00,冷刃,武器,3
2020-12-23 11:23:00,飞天御剑,武器,3
2020-12-23 11:23:00,神射手之誓,武器,3
2020-12-23 11:23:00,菲谢尔,角色,4
2020-12-23 11:23:00,以理服人,武器,3
2020-12-23 11:23:00,铁影阔剑,武器,3
2020-12-23 11:23:08,沐浴龙血的剑,武器,3
2020-12-23 11:23:08,冷刃,武器,3
2020-12-23 11:23:08,弹弓,武器,3
2020-12-23 11:23:08,神射手之誓,武器,3
2020-12-23 11:23:08,铁影阔剑,武器,3
2020-12-23 11:23:08,沐浴龙血的剑,武器,3
2020-12-23 11:23:08,以理服人,武器,3
2020-12-23 11:23:08,西风剑,武器,4
2020-12-23 11:23:08,翡玉法球,武器,3
2020-12-23 11:23:08,黑缨枪,武器,3
2020-12-23 11:24:01,神射手之誓,武器,3
2020-12-23 11:24:01,菲谢尔,角色,4
2020-12-23 11:24:01,鸦羽弓,武器,3
2020-12-23 11:24:01,砂糖,角色,4
2020-12-23 11:24:01,神射手之誓,武器,3
2020-12-23 11:24:01,飞天御剑,武器,3
2020-12-23 11:24:01,以理服人,武器,3
2020-12-23 11:24:01,黑缨枪,武器,3
2020-12-23 11:24:01,冷刃,武器,3
2020-12-23 11:24:01,以理服人,武器,3
2020-12-23 11:24:07,铁影阔剑,武器,3
2020-12-23 11:24:07,黎明神剑,武器,3
2020-12-23 11:24:07,班尼特,角色,4
2020-12-23 11:24:07,讨龙英杰谭,武器,3
2020-12-23 11:24:07,以理服人,武器,3
2020-12-23 11:24:07,飞天御剑,武器,3
2020-12-23 11:24:07,神射手之誓,武器,3
2020-12-23 11:24:07,翡玉法球,武器,3
2020-12-23 11:24:07,黎明神剑,武器,3
2020-12-23 11:24:07,翡玉法球,武器,3
2021-01-12 18:57:01,神射手之誓,武器,3
2021-01-12 18:57:01,祭礼剑,武器,4
2021-01-12 18:57:01,翡玉法球,武器,3
2021-01-12 18:57:01,讨龙英杰谭,武器,3
2021-01-12 18:57:01,神射手之誓,武器,3
2021-01-12 18:57:01,沐浴龙血的剑,武器,3
2021-01-12 18:57:01,冷刃,武器,3
2021-01-12 18:57:01,香菱,角色,4
2021-01-12 18:57:01,冷刃,武器,3
2021-01-12 18:57:01,鸦羽弓,武器,3
2021-01-12 18:57:09,鸦羽弓,武器,3
2021-01-12 18:57:09,冷刃,武器,3
2021-01-12 18:57:09,以理服人,武器,3
2021-01-12 18:57:09,铁影阔剑,武器,3
2021-01-12 18:57:09,冷刃,武器,3
2021-01-12 18:57:09,甘雨,角色,5
2021-01-12 18:57:09,以理服人,武器,3
2021-01-12 18:57:09,诺艾尔,角色,4
2021-01-12 18:57:09,飞天御剑,武器,3
2021-01-12 18:57:09,以理服人,武器,3
